	Title	Location	Company	Salary	Synopsis	days since post
516	Application Engineer - HVAC Equipment Controls	Buffalo Grove, IL 60089	Siemens	NaN	            Lead on-site implementation of Siemens product use within customer facilities. The Siemens Building Technologies Division is the North American market leader...	30+ days ago
517	Pre-Sales Solutions Consultant V	Chicago, IL	Siemens	NaN	            Use the plan to engage additional resources across Siemens. This includes bringing the following to the account teams and Siemens leadership:....	30+ days ago
518	NX CAM Training Instructor - Learning Architect PLM - Detroi...	Chicago, IL	Siemens	NaN	            Minimum 5 years of industry experience using CAM Programming on Siemens PLM NX software is required. Deliver training of Siemens PLM applications in a manner...	7 days ago
519	Senior Level Software Engineer	Hoffman Estates, IL 60169	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	27 days ago
520	Support Specialist - Building Automation HVAC Controls - Mou...	Mount Prospect, IL 60056	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Individual must be at least 21 years of age in order...	30+ days ago
521	Senior Vertical Market Manager - Data Centers - Building Tec...	Buffalo Grove, IL 60089	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	30+ days ago
522	Tridium Niagara 4 Certified Specialist - HVAC Controls - Mou...	Mount Prospect, IL 60056	Siemens	NaN	            Will also learn and develop with Siemens product and knowledge. Must be at least 21 years old to participate in required Siemens vehicle plan....	30+ days ago
523	IT Solutions Architect - Infrastructure & Extra Low Voltage...	Mount Prospect, IL 60056	Siemens	NaN	Siemens has helped to modernize nearly 7,000 buildings worldwide,. The Siemens Building Technologies Division is the North American market....	30+ days ago
524	PreSales Solutions Consultant NX - East Coast, US	Nan	Siemens	NaN	                            Develop a strong high-level knowledge of the entire breadth of Siemens' digital enterprise product design and manufacturing portfolio....	Nan
525	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
526	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
527	Senior Splunk Architect	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
528	Baggage Handling System Floor Support	Charlotte, NC	Siemens	NaN	Siemens Postal, Parcel & Airport Logistics LLC is a provider of logistics industry products and solutions. Siemens Postal Parcel and Airport Logistic LLC (PPAL)...	30+ days ago
529	Customer Services Professional	Rural Hall, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously. Siemens is a global technology powerhouse that has stood for engineering....	30+ days ago
530	Biomedical Online Training Development Intern	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	1 day ago
531	CFD/Thermal Application Engineer - Siemens Software	Charlotte, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	7 days ago
532	Technical Application Specialist (Charlotte)	Charlotte, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	30+ days ago
533	Production Supervisor	Rural Hall, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously. Siemens is a global technology powerhouse that has stood for engineering....	22 days ago
534	Security Officer	Charlotte, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously. Security Officers, working first, second and third shifts at Siemens are charged with the protection of...	30+ days ago
535	Facility Management & Services Support	Charlotte, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously. Siemens is a global technology powerhouse that has stood for engineering....	30+ days ago
536	Project Coordinator - Will consider Entry Level	Wendell, NC 27591	Siemens	NaN	Siemens Industry, Inc. At Siemens, we can do this together. As a global technology company, Siemens is rigorously leveraging the advantages that this setup...	21 days ago
537	Project Mgmt Spec 2 (Non-Tech)	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	5 days ago
538	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
539	Senior Splunk Architect	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
540	Project Mgmt Spec 2 (Non-Tech)	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	5 days ago
541	Radiopharmaceutical Production Technician	Winston-Salem, NC	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	15 days ago
542	Machinist 1st Shift	Rural Hall, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously. Siemens is a global technology powerhouse that has stood for engineering. Power Generation Services....	21 days ago
543	Central Urinalysis Sales Specialist (South East)	Charlotte, NC	Siemens	NaN	            Individual must be 21 years old to participate in Siemens required vehicle plan. As a global technology company, Siemens is rigorously leveraging the advantages...	7 days ago
544	MRP Controller	Rural Hall, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously. Siemens is a global technology powerhouse that has stood for engineering....	14 days ago
545	GT Fitter Welder - 4 x10 Night Shift	Charlotte, NC	Siemens	NaN	Siemens Energy Charlotte, NC location is currently hiring skilled welders. As a global technology company, Siemens is rigorously leveraging the advantages that...	8 days ago
546	Technical Support Technician 1	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	5 days ago
547	Financial Analyst	Rural Hall, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	30+ days ago
548	Baggage Handling Systems Mechanic C	Charlotte, NC	Siemens	NaN	Siemens Postal, Parcel & Airport Logistics LLC is a provider of logistics industry products and solutions. Siemens Postal Parcel and Airport Logistic LLC (PPAL)...	30+ days ago
549	Techncal Support Technician 4	Cary, NC	Siemens	NaN	Siemens US Talent Acquisition. Proactively monitor systems using Siemens Remote Services. Ability to troubleshoot and fix problems remotely using Siemens Remote...	30+ days ago
550	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
551	Implementation and Support Specialist	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. This position may suit you best, if you are familiar...	8 days ago
552	Enterprise Sales Executive III	Charlotte, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	7 days ago
553	Sr Director, Sales (South East zone)	Charlotte, NC	Siemens	NaN	            Â§ Leads collaborative efforts with Siemens teams within and from outside Siemens LD to ensure a positive customer solution/experience, including but not limited...	7 days ago
554	Techncal Support Technician 4	Cary, NC	Siemens	NaN	Siemens US Talent Acquisition. Proactively monitor systems using Siemens Remote Services. Ability to troubleshoot and fix problems remotely using Siemens Remote...	30+ days ago
555	Baggage Handling Systems Mechanic C	Charlotte, NC	Siemens	NaN	Siemens Postal, Parcel & Airport Logistics LLC is a provider of logistics industry products and solutions. Siemens Postal Parcel and Airport Logistic LLC (PPAL)...	30+ days ago
556	Regional Collaborations Director (Central Region)	Cary, NC	Siemens	NaN	            Collaborate on content for articles for Siemens publications such as MAGNETOM Flash together with internal and external collaborators....	7 days ago
557	Customer Loyalty and Success Manager	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	30+ days ago
558	Business Developer â€“ Factory Automation Services	Charlotte, NC	Siemens	NaN	            This position is responsible for driving sustainable growth in Siemens Factory Automation Services business through expanding service scopes in existing...	20 days ago
559	Baggage Handling Systems Mechanic B	Charlotte, NC	Siemens	NaN	Siemens Postal, Parcel & Airport Logistics LLC is a provider of logistics industry products and solutions....	30+ days ago
560	Graduate Intern - Autonomy For Industrial Production Systems	Charlotte, NC	Siemens	NaN	            An internship with Siemens Corporate Technology is a great opportunity for students to gain real world experience in a diverse work environment....	30+ days ago
561	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
562	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
563	Graduate Intern - Autonomy For Industrial Production Systems	Charlotte, NC	        Siemens	NaN	            A current student pursuing a MS/PhD degree in Engineering or Mathematics, applied statistics, robotics, industrial engineering and computer science....	30+ days ago
564	GT Fitter Welder - 3 x 12 Weekend Day Shift	Charlotte, NC	        Siemens	NaN	            Ability to obtain fork truck and crane license. The primary responsibilities for the position includes welding and a variety of turbine layout/fitting, assembly...	8 days ago
565	Solutions Specialist II	Morrisville, NC	        Siemens	NaN	            Individual must possess a valid Driver's license in good standing. With responding to routine service or systems calls....	30+ days ago
566	Project Manager	Wendell, NC 27591	        Siemens	NaN	            Engineer GIS Switchgear in Engineering Tools. Bachelorâ€™s Degree from an accredited university or college, preferably in engineering, Advanced Degree may be...	7 days ago
567	Technical Training Specialist 3	Cary, NC	        Siemens	NaN	            Occasional travel to conduct technical training classes at customer sites and to perform service support in the field....	30+ days ago
568	Sr Director, Sales (South East zone)	Charlotte, NC	        Siemens	NaN	            Â§ Leads collaborative efforts with Siemens teams within and from outside Siemens LD to ensure a positive customer solution/experience, including but not limited...	7 days ago
569	Development Engineering Manager	Rural Hall, NC	        Siemens	NaN	            Designs and runs technical standards, and leads the development technology design theory and procedures....	22 days ago
570	Product Support Engineer - Associate	Charlotte, NC	        Siemens	NaN	            The smooth integration and alignment of R&D and manufacturing data and processes drastically speeds up the transfer of final product designs to mainstream...	22 days ago
571	POC Informatics Sales Specialist (South East Zone)	Charlotte, NC	        Siemens	NaN	            The position will own the orchestration across several strategic services and product components, integrating with an overlay team which can include Key Account...	7 days ago
572	Training Project Manager 3	Cary, NC	        Siemens	NaN	            Education â€“ a Bachelorâ€™s Degree in Business Management or other relevant field is required (Project Management Professional (PMP) certification is preferred)...	7 days ago
573	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	        Siemens	NaN	                            BS degree in Mechanical and/or Manufacturing Engineering, Computer Science,. Make technical recommendations and implement overall system design of the...	Nan
574	PreSales Solutions Consultant NX - East Coast, US	Nan	        Siemens	NaN	                            5+ years of hands-on technical support experience in Engineering and Design space, which includes doing the proof of concepts, defining the requirements and...	Nan
575	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	        Siemens	NaN	                            Experience with design, develop, and configuration of information security tools. Contribute to Operations strategy planning, design, implementation and...	2 days ago
576	GT Fitter Welder - 3 x 12 Weekend Night Shift	Charlotte, NC	        Siemens	NaN	            Ability to obtain fork truck and crane license. The primary responsibilities for the position includes welding and a variety of turbine layout/fitting, assembly...	8 days ago
577	Service Project Manager	Wendell, NC 27591	        Siemens	NaN	            With power chain management from creation to consumption, and over half a dozen manufacturing hubs here in the U.S., Siemens Energy Management provides...	27 days ago
578	Business Development Manager - Fire Safety Services - Buildi...	Charlotte, NC	        Siemens	NaN	            At the direction of this individual, assigned Area resources will handle technical and proposal responsibilities while this individual focuses on developing and...	7 days ago
579	Front-End Developer	Charlotte, NC	        Siemens	NaN	            You will work with technical leaders to refine our technical direction, and own design, implementation, and operation of core services, which support all...	30+ days ago
580	Global Program Management Specialist Immersive Education	Cary, NC	        Siemens	NaN	            Siemens is a global technology powerhouse that has stood for engineering excellence, innovation, quality, reliability and internationality for more than 165...	30+ days ago
581	Industrial Controls Automotive Business Developer -GA-TN-NC-...	North Carolina	        Siemens	NaN	            Bachelor Degree in Electrical Engineering or equivalent experience in related discipline. Bachelor Degree in Electrical Engineering....	7 days ago
582	Business Model Expert - Immersive Education	Cary, NC	        Siemens	NaN	            As a member of the Education & Skills Management (ESM) team this individual will be responsible for (1) developing business and pricing models for Education and...	30+ days ago
583	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Charlotte, NC	        Siemens	NaN	            Experience with design, develop, and configuration of information security tools. Contribute to Operations strategy planning, design, implementation and...	2 days ago
584	Sales Development Program Intern (Construction Sales)	Raleigh, NC 27609 (Falls Of Neuse area)	        Siemens	NaN	            Mechanical Engineering, Industrial/Systems Engineering, Industrial Distribution, Construction Management or Electrical Engineering....	30+ days ago
585	Senior Performance Assurance Specialist - Measurement & Veri...	Charlotte, NC	        Siemens	NaN	            Bachelor of Science in Engineering, Technology or other similar technical field required. Individual must possess a valid Driver's license in good standing....	7 days ago
586	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	        Siemens	NaN	                            BS degree in Mechanical and/or Manufacturing Engineering, Computer Science,. Make technical recommendations and implement overall system design of the...	Nan
587	PreSales Solutions Consultant NX - East Coast, US	Nan	        Siemens	NaN	                            5+ years of hands-on technical support experience in Engineering and Design space, which includes doing the proof of concepts, defining the requirements and...	Nan
588	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	        Siemens	NaN	                            Experience with design, develop, and configuration of information security tools. Contribute to Operations strategy planning, design, implementation and...	2 days ago
589	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	                $119,000 - $167,000 a year (Indeed est.)	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
590	Sales Development Program Intern (Construction Sales)	Raleigh, NC 27609 (Falls Of Neuse area)	Siemens	NaN	            Understanding the rich history of Siemens and the Siemens values. As a global technology company, Siemens is rigorously....	30+ days ago
591	Senior Sales Executive - Energy Services - Intelligent Traff...	Charlotte, NC	Siemens	NaN	Siemens Intelligent Traffic Solutions. If you really want to make a difference - make it with Siemens. As a global technology company, Siemens is rigorously...	7 days ago
592	Transformer Service Crew Leader	Wendell, NC 27591	Siemens	NaN	            Following and/or enforcing Siemens Environmental Health & Safety policies with his/her assigned crew. From smart grid and energy automation technology, to power...	7 days ago
593	Federal Service Sales Mgr (Malvern, PA or Cary, NC)	Cary, NC	Siemens	NaN	            Identification and implementation of service solutions tailored for the governmentâ€™s installed base in Siemens....	7 days ago
594	Operations Analyst 4	Cary, NC	Siemens	NaN	            Division: Siemens Healthineers Business Unit: Services Requisition Number: 232615 Primary Location: United States-North Carolina-Cary Assignment Category: Full...	27 days ago
595	Client Service Manager - Building Automation	Morrisville, NC	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	29 days ago
596	Manufacturing Engineer - Gas Turbines (Rotating/Stationary)-...	Charlotte, NC	Siemens	                $74,000 - $103,000 a year (Indeed est.)	            As a global technology company, Siemens is rigorously. Siemens is a global technology powerhouse that has stood for engineering. Power and Gas....	30+ days ago
597	Solution Architect - Teamcenter - Major U.S. City East Coast	Charlotte, NC	Siemens	                $119,000 - $167,000 a year (Indeed est.)	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	7 days ago
598	ESM Strategic Sales Development Manager	Cary, NC	Siemens	NaN	            Work closely together with Siemens Regional units to set and drive targets. Raise awareness of E&SM business by collaborating with Siemens partners across the...	8 days ago
599	Global Business Development Specialist Immersive Education	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Can articulate and understand the customer strategy...	30+ days ago
600	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
601	Client Service Manager - Building Automation	Morrisville, NC	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	29 days ago
602	Sr. IT Business Partner	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	30+ days ago
603	Power Systems Consultant - NERC Compliance	Wendell, NC 27591	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	7 days ago
604	Data Scientist 2	Cary, NC	Siemens	NaN	            The Data Scientist 2 is responsible for the support of advanced analytical processes and strategies that support the Siemens Healthineers Services team through...	12 days ago
605	Global Business Development Specialist Immersive Education	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Can articulate and understand the customer strategy...	30+ days ago
606	Federal Service Sales Mgr (Malvern, PA or Cary, NC)	Cary, NC	Siemens	NaN	            Identification and implementation of service solutions tailored for the governmentâ€™s installed base in Siemens....	7 days ago
607	Sr. Sales Executive - Fire Alarm Service Sales - Charlotte,...	Charlotte, NC	Siemens	NaN	            Educate the market and customers on SIEMENS capabilities and identify opportunities to address customer needs with SIEMENS solutions and services....	8 days ago
608	Project Management Specialist - High Voltage	Raleigh, NC 27609 (Falls Of Neuse area)	Siemens	NaN	Siemens Industry, Inc. As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	30+ days ago
609	Manufacturing Engineer - Thermal Spray Coatings	Rural Hall, NC	Siemens	NaN	            Familiarity with CAD/CAM systems and product data management systems, preferably Siemens NX, Siemens Teamcenter, and RobotMaster....	30+ days ago
610	MindSphere Advanced Cloud Platform Support Engineer - Charlo...	Charlotte, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	1 day ago
611	Senior Splunk Architect	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
612	PreSales Solutions Consultant NX - East Coast, US	Nan	Siemens	NaN	                            Develop a strong high-level knowledge of the entire breadth of Siemens' digital enterprise product design and manufacturing portfolio....	Nan
613	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
614	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
615	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
616	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
617	Sr Project Manager	Wendell, NC 27591	Siemens	NaN	            Develop full-scale project plans and associated communications documents, to be utilized between customer and Siemens stakeholders....	14 days ago
618	Commercial Project Controller	Wendell, NC 27591	Siemens	NaN	            Knowledge of POC accounting, IFRS and Siemens Financial Reporting Guidelines. As a global technology company, Siemens is rigorously leveraging the advantages...	30+ days ago
619	Data Scientist 2	Cary, NC	Siemens	NaN	            The Data Scientist 2 is responsible for the support of advanced analytical processes and strategies that support the Siemens Healthineers Services team through...	12 days ago
620	MindSphere Advanced Cloud Platform Support Engineer - Charlo...	Charlotte, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	1 day ago
621	Commercial Project Manager Development Program	Raleigh, NC 27609 (Falls Of Neuse area)	Siemens	NaN	            Network amongst peers, Siemens employees and leadership team. Mobility, Energy Management, Process Industries & Drives, Building Technologies, Siemens Energy....	30+ days ago
622	Regional Application Expert and Clinical Consultant Computed...	Cary, NC	Siemens	NaN	            Has strong experience with Siemens CT Scanners and post-processing tools. As a global technology company, Siemens is rigorously leveraging the advantages that...	30+ days ago
623	Cloud Software Engineer	Charlotte, NC	Siemens	NaN	            The software teams at Siemens. Software problems, you will love working at Siemens. As a global technology company, Siemens is rigorously leveraging the...	30+ days ago
624	Regional Application Expert and Clinical Consultant Magnetic...	Cary, NC	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Foresees how developments and trends could impact the...	30+ days ago
625	Project Management Specialist - High Voltage	Raleigh, NC 27609 (Falls Of Neuse area)	Siemens	NaN	Siemens Industry, Inc. As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	30+ days ago
626	Project Engineer	Wendell, NC 27591	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. At Siemens, we live and cultivate an ownership culture...	30+ days ago
627	Senior Splunk Architect	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
628	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
629	Fire Service Technician	Morrisville, NC	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	22 days ago
630	Mechanical Design Engineer	Wendell, NC 27591	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	30+ days ago
631	IT Solutions Architect	Cary, NC	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	30+ days ago
632	Director Business Development & Marketing - Transmission Sol...	Raleigh, NC 27609 (Falls Of Neuse area)	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides....	30+ days ago
633	Senior Splunk Architect	Charlotte, NC	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	30+ days ago
634	Product Line Manager - Power Systems Software	Wendell, NC 27591	Siemens	NaN	            Proposal management for the Siemens PTI US Software Business. Manage a variety of marketing activities for the Siemens PTI US Software Business....	7 days ago
635	Mechanical Engineer - Custom Order 3D Design	Wendell, NC 27591	Siemens	NaN	            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	12 days ago
636	Research Scientist - Optimization and Tool Automation	Charlotte, NC	Siemens	NaN	            Experience in controller ( preference will be given to candidates having Siemens product line experience -Simatic, Simotion, Sinumerik)....	30+ days ago
637	Sr. Application Support Engineer (Sustaining Engineer)	Charlotte, NC	Siemens	NaN	            Watch this great video to learn more about Siemens PLM Software! Ability to learn and apply deep knowledge of Siemens PLM MOM software....	30+ days ago
638	IT Solutions Delivery Manager	Cary, NC	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	30+ days ago
639	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
640	Senior Splunk Architect	Nan	Siemens	NaN	Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and technology-based services in order to support...	Nan
641	Senior Research Scientist in Production Systems Design	Charlotte, NC	Siemens	NaN	            Experience in controller ( preferred Siemens product line experience -Simatic, Simotion, Sinumerik). As a global technology company, Siemens is rigorously...	30+ days ago
642	Senior Cloud Software Engineer	Charlotte, NC	Siemens	NaN	            Develop best practices leveraged across Siemens PLM business segments for cloud development and deployment....	7 days ago
643	Senior DevOps Engineer - AWS	Charlotte, NC	Siemens	NaN	            Camstar Enterprise Platform is part of the Siemens. Siemens Digital Factory offers a comprehensive portfolio of seamlessly-integrated hardware software and...	30+ days ago
644	MindSphere Advanced Software Engineer - Charlotte, NC	Charlotte, NC	Siemens	NaN	            We are seeking passionate and enthusiastic Software Engineer to join our Siemens PLM Product intelligence MindSphere Team....	30+ days ago
645	Service Technician - HVAC/Building Automation	Morrisville, NC	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	30+ days ago
646	Sr Electrical Engineer	Wendell, NC 27591	Siemens	NaN	            Treat all Siemens information and customer information in a confidential manner. As a global technology company, Siemens is rigorously leveraging the advantages...	29 days ago
647	Principal Solution Architect or Solutions Architect - Manufa...	Charlotte, NC	Siemens	NaN	            Experience or familiarity with AJAX controls, Windows Communication FoundationSiemens Camstar Designer, Siemens Camstar Portal Studio, XSLT, Object Oriented...	30+ days ago
648	Sr. Project Manager - Building Automation/HVAC	Morrisville, NC	Siemens	NaN	            Individual must be at least 21 years of age in order to participate in the required Siemens vehicle plan. The Siemens Building Technologies Division is the...	22 days ago
649	IT Business Analyst 4 - Workforce Management/Contact Center...	Cary, NC	Siemens	NaN	            At Siemens Healthineers, we are passionate about enabling healthcare professionals to deliver high quality patient care, and to do so affordably....	30+ days ago
650	MindSphere Advanced Dev Ops Engineer â€“ Charlotte, NC	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. Siemens is a global technology powerhouse that has...	2 days ago
651	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. The exciting, fast growing Digital Factory division of...	Nan
652	PreSales Solutions Consultant NX - East Coast, US	Nan	Siemens	NaN	                            Develop a strong high-level knowledge of the entire breadth of Siemens' digital enterprise product design and manufacturing portfolio....	Nan
653	IT Solutions Delivery Manager	Cary, NC	Siemens	NaN	            Ensure sourcing of IT services and projects demands are sourced, contracted and provided in high and competitive quality and based on defined processes...	30+ days ago
654	MindSphere Advanced Software Engineer - Charlotte, NC	Charlotte, NC	Siemens	NaN	            Collaborates with domain architects to ensure integrity of solution, alignment with enterprise architecture strategies and adherence to reference...	30+ days ago
655	Senior DevOps Engineer - AWS	Charlotte, NC	Siemens	NaN	            Inaddition engineer helps to automate and streamline companyâ€™s operationsand processes including Continuous Integration and Continuous Delivery.	30+ days ago
656	Senior Cloud Software Engineer	Charlotte, NC	Siemens	NaN	            You will work with technical leaders to refine our technical direction, and own design, implementation, and operation of core services, which support all...	7 days ago
657	Senior Research Scientist in Production Systems Design	Charlotte, NC	Siemens	NaN	            The role demands an industry expert in advanced engineering and production methods and machine learning technologies for design and engineering automation...	30+ days ago
658	Principal Solution Architect or Solutions Architect - Manufa...	Charlotte, NC	Siemens	NaN	            As an Architect resource, responsible for the translation of business requirements into specific process aligned designs for the Siemens PLM Software...	30+ days ago
659	Service Technician - HVAC/Building Automation	Morrisville, NC	Siemens	NaN	            Completes service repairs, replacements, upgrades, adjustments and calibration on automation systems and components following issued tasking, maintenance...	30+ days ago
660	Sr Electrical Engineer	Wendell, NC 27591	Siemens	NaN	            Continual knowledge development of FAMES/COMPAS configurator software to prepare general specifications, layout drawings, unit schedules and bills of...	29 days ago
661	Sr. Project Manager - Building Automation/HVAC	Morrisville, NC	Siemens	NaN	            Participates in job site final walk-thru and manages the completion of all close-out documentation such as As-Built drawings and system operating...	22 days ago
662	IT Business Analyst 4 - Workforce Management/Contact Center...	Cary, NC	Siemens	NaN	            2. Provides Consulting services of the software solution and processes based on best practices towards the implementation of Contact Center Solution or...	30+ days ago
663	Solution Architect - Teamcenter - Major U.S. City East Coast	Nan	Siemens	NaN	                            In this role, you will perform as a trusted advisor on architectural design to address business problems ensuring that the technical integrity of the...	Nan
